City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Other,August,Thursday,0,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,Morning,0,1,0,0,0
Rohini,May,Saturday,1,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,Unknown,Yes,Bridge,Evening,1,1,1,1,0
Other,February,Saturday,0,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,Night,1,0,0,0,0
Vadodara,April,Sunday,2,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,Unknown,Yes,Straight Road,Night,1,0,0,0,0
Dwarka,October,Wednesday,1,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,Unknown,72,19,Female,Expired,No,Intersection,Morning,0,1,1,1,0
Siliguri,March,Sunday,0,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,Morning,1,1,1,0,0
Kolkata,April,Thursday,0,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Other,December,Monday,1,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,Unknown,No,Intersection,Night,0,0,0,1,0
Pune,April,Monday,0,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,Evening,0,1,1,1,0
Other,April,Sunday,2,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,Night,1,0,0,0,0
Other,August,Thursday,0,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,Unknown,86,53,Female,Expired,Yes,Bridge,Night,0,0,0,0,0
Other,March,Monday,0,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,Unknown,Yes,Intersection,Morning,0,1,0,0,0
Other,July,Friday,0,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,Afternoon,0,0,0,1,0
Other,December,Monday,1,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,Morning,0,1,0,1,0
Udaipur,June,Tuesday,2,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,Unknown,64,67,Male,Valid,No,Bridge,Morning,0,1,1,0,0
Ahmedabad,December,Friday,2,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,Morning,0,1,1,1,0
Pune,February,Saturday,0,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,Unknown,60,38,Female,Expired,No,Intersection,Evening,1,1,1,0,0
Surat,June,Saturday,2,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,Unknown,37,63,Female,Expired,No,Bridge,Night,1,0,0,1,0
Kolkata,December,Thursday,1,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,Morning,0,1,0,0,0
Pune,February,Wednesday,2,5,Car,6,2,Stormy,State Highway,Wet,Dawn,Unknown,44,36,Female,Expired,Yes,Intersection,Morning,0,1,0,1,0
Other,November,Wednesday,2,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,Unknown,No,Straight Road,Evening,0,1,1,0,0
Madurai,January,Thursday,0,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,Unknown,114,64,Female,Unknown,Yes,Straight Road,Evening,0,1,0,0,0
Visakhapatnam,December,Thursday,0,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,Unknown,80,40,Male,Unknown,Yes,Bridge,Morning,0,1,0,1,0
Other,November,Wednesday,1,3,Car,8,2,Stormy,State Highway,Wet,Daylight,Unknown,114,33,Female,Valid,No,Bridge,Night,0,0,0,1,0
Other,March,Thursday,0,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,Morning,0,1,0,1,0
Other,November,Tuesday,2,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,Unknown,94,22,Male,Expired,Yes,Bridge,Morning,0,1,1,1,0
Other,June,Thursday,1,1,Bus,8,2,Foggy,Village Road,Dry,Dark,Unknown,120,56,Male,Valid,No,Straight Road,Night,0,0,1,0,0
Other,September,Monday,1,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,Afternoon,0,0,0,0,0
Other,March,Sunday,1,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,Unknown,No,Bridge,Morning,1,1,0,0,0
Other,April,Thursday,2,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,Morning,0,1,0,1,0
Other,March,Friday,0,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,Unknown,38,46,Female,Unknown,Yes,Bridge,Afternoon,0,0,1,0,0
Other,March,Monday,0,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,Morning,0,1,0,0,0
Coimbatore,December,Saturday,2,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,Unknown,80,68,Male,Valid,Yes,Curve,Afternoon,1,0,0,1,0
Visakhapatnam,November,Tuesday,2,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,Afternoon,0,0,0,0,0
Other,October,Wednesday,1,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,Unknown,101,62,Male,Unknown,Yes,Curve,Afternoon,0,0,1,0,0
Tirupati,April,Monday,0,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,Morning,0,1,0,0,0
Other,August,Sunday,0,5,Bus,1,2,Hazy,State Highway,Damaged,Dark,Signs,55,24,Male,Unknown,No,Straight Road,Afternoon,1,0,0,1,0
Other,September,Sunday,0,5,Auto-Rickshaw,8,5,Clear,State Highway,Wet,Dark,Signals,36,33,Male,Unknown,No,Curve,Morning,1,1,0,1,0
Coimbatore,April,Monday,0,2,Truck,7,0,Stormy,Urban Road,Wet,Dusk,Unknown,30,39,Female,Valid,No,Straight Road,Morning,0,1,0,1,0
Other,April,Tuesday,0,3,Car,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,Intersection,Night,0,0,1,1,0
Other,May,Friday,0,1,Pedestrian,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,Unknown,Yes,Straight Road,Morning,0,1,1,0,0
Other,October,Saturday,2,2,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,81,68,Female,Unknown,Yes,Bridge,Afternoon,1,0,0,0,0
Other,February,Thursday,0,4,Cycle,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,83,48,Female,Valid,No,Intersection,Evening,0,1,1,0,0
Rohini,March,Saturday,1,3,Auto-Rickshaw,1,5,Clear,State Highway,Dry,Dawn,Signals,97,46,Female,Unknown,No,Straight Road,Afternoon,1,0,0,0,0
Other,March,Sunday,0,1,Pedestrian,6,2,Hazy,Urban Road,Dry,Dusk,Signs,76,18,Female,Expired,No,Straight Road,Afternoon,1,0,0,0,0
Other,November,Sunday,1,2,Pedestrian,3,2,Clear,National Highway,Wet,Daylight,Signals,50,54,Male,Expired,Yes,Bridge,Evening,1,1,0,1,0
Lucknow,November,Tuesday,0,1,Pedestrian,9,4,Clear,Village Road,Dry,Daylight,Signs,75,61,Male,Valid,No,Curve,Morning,0,1,0,0,0
Other,May,Monday,1,3,Truck,3,4,Stormy,Urban Road,Wet,Dawn,Signs,75,68,Female,Unknown,No,Straight Road,Night,0,0,0,1,0
Other,October,Sunday,0,3,Auto-Rickshaw,1,2,Rainy,State Highway,Dry,Dark,Police Checkpost,58,67,Male,Unknown,No,Bridge,Morning,1,1,1,0,0
Other,March,Tuesday,0,5,Pedestrian,2,2,Stormy,National Highway,Damaged,Dawn,Police Checkpost,45,30,Female,Unknown,Yes,Straight Road,Night,0,0,0,1,0
Other,February,Sunday,2,3,Two-Wheeler,0,1,Hazy,Village Road,Wet,Dark,Unknown,75,63,Male,Expired,Yes,Curve,Evening,1,1,0,1,0
Varanasi,September,Saturday,1,2,Cycle,0,0,Clear,National Highway,Dry,Dark,Unknown,92,40,Female,Valid,Yes,Curve,Afternoon,1,0,0,0,0
Bangalore,December,Thursday,0,1,Two-Wheeler,5,3,Stormy,Village Road,Wet,Dusk,Unknown,76,42,Male,Unknown,No,Bridge,Evening,0,1,0,1,0
Other,August,Saturday,0,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,100,40,Female,Expired,Yes,Bridge,Morning,1,1,0,1,0
Other,May,Monday,1,1,Auto-Rickshaw,3,5,Rainy,Village Road,Damaged,Dark,Police Checkpost,55,45,Female,Expired,Yes,Bridge,Afternoon,0,0,1,1,0
Other,February,Monday,2,2,Bus,2,2,Stormy,National Highway,Under Construction,Dawn,Unknown,105,32,Female,Valid,No,Intersection,Morning,0,1,0,0,0
Surat,March,Monday,0,5,Two-Wheeler,6,2,Hazy,National Highway,Wet,Dark,Signals,100,26,Female,Expired,No,Straight Road,Afternoon,0,0,0,1,0
Other,June,Thursday,1,5,Bus,5,2,Rainy,Urban Road,Under Construction,Daylight,Unknown,82,70,Female,Expired,Yes,Curve,Afternoon,0,0,1,0,0
Dwarka,October,Tuesday,1,1,Car,10,5,Hazy,Village Road,Damaged,Daylight,Police Checkpost,115,56,Female,Unknown,Yes,Intersection,Night,0,0,0,1,0
Other,February,Saturday,2,5,Auto-Rickshaw,9,3,Rainy,Urban Road,Dry,Dawn,Signs,114,57,Female,Valid,No,Straight Road,Morning,1,1,1,0,0
Surat,April,Saturday,0,3,Bus,1,5,Stormy,State Highway,Under Construction,Dark,Signs,31,40,Male,Valid,Yes,Curve,Morning,1,1,0,0,0
Other,March,Saturday,2,3,Cycle,8,0,Stormy,Village Road,Wet,Dark,Police Checkpost,46,62,Male,Expired,No,Curve,Night,1,0,0,1,0
Surat,January,Wednesday,1,4,Truck,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,Curve,Night,0,0,1,0,0
Other,June,Sunday,2,1,Truck,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,Unknown,Yes,Straight Road,Afternoon,1,0,0,0,0
Other,August,Monday,2,1,Cycle,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,Curve,Morning,0,1,0,1,0
Other,June,Thursday,1,4,Auto-Rickshaw,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,Straight Road,Night,0,0,1,0,0
Other,June,Tuesday,1,4,Cycle,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,Curve,Afternoon,0,0,1,1,0
Other,October,Monday,0,5,Two-Wheeler,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,Curve,Morning,0,1,0,0,0
Other,July,Monday,2,5,Auto-Rickshaw,5,0,Rainy,Urban Road,Under Construction,Dusk,Unknown,75,31,Female,Expired,Yes,Bridge,Morning,0,1,1,0,0
Dwarka,January,Friday,0,3,Pedestrian,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,Straight Road,Morning,0,1,0,0,0
Dwarka,September,Saturday,0,3,Truck,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,Straight Road,Afternoon,1,0,1,0,0
Other,May,Friday,0,2,Pedestrian,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,Unknown,Yes,Straight Road,Night,0,0,0,1,0
Kanpur,November,Wednesday,0,5,Truck,8,0,Rainy,Village Road,Wet,Dawn,Unknown,43,56,Male,Unknown,Yes,Straight Road,Evening,0,1,1,1,0
New Delhi,July,Friday,1,1,Car,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,Straight Road,Night,0,0,0,0,0
Other,November,Friday,2,2,Two-Wheeler,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,Intersection,Night,0,0,0,1,0
Nagpur,March,Sunday,1,2,Truck,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,Curve,Morning,1,1,0,1,0
Other,September,Tuesday,1,3,Bus,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,Unknown,Yes,Intersection,Night,0,0,1,0,0
Other,January,Friday,0,5,Pedestrian,10,4,Stormy,Village Road,Damaged,Dawn,Unknown,86,19,Male,Unknown,No,Bridge,Evening,0,1,0,1,0
Madurai,October,Monday,2,5,Pedestrian,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,Intersection,Night,0,0,1,1,0
Other,January,Tuesday,0,4,Truck,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,Straight Road,Night,0,0,0,0,0
Other,January,Wednesday,0,1,Cycle,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,Straight Road,Evening,0,1,0,0,0
Madurai,November,Saturday,0,1,Auto-Rickshaw,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,Bridge,Morning,1,1,0,1,0
New Delhi,January,Wednesday,2,4,Car,1,1,Rainy,Village Road,Wet,Dusk,Unknown,75,69,Female,Valid,No,Intersection,Morning,0,1,1,1,0
Other,October,Monday,0,3,Truck,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,Bridge,Evening,0,1,0,0,0
Other,September,Wednesday,1,4,Car,6,3,Rainy,National Highway,Damaged,Dusk,Unknown,113,64,Male,Valid,Yes,Intersection,Afternoon,0,0,1,1,0
Other,February,Saturday,2,4,Cycle,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,Bridge,Night,1,0,0,0,0
Other,December,Tuesday,0,2,Cycle,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,Straight Road,Morning,0,1,1,0,0
Other,August,Thursday,0,5,Pedestrian,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,Unknown,No,Straight Road,Afternoon,0,0,0,0,0
Other,December,Tuesday,2,3,Auto-Rickshaw,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,Bridge,Night,0,0,0,1,0
Other,December,Saturday,2,2,Auto-Rickshaw,2,1,Clear,National Highway,Under Construction,Daylight,Unknown,86,24,Female,Expired,Yes,Intersection,Night,1,0,0,0,0
Kolkata,March,Saturday,0,4,Cycle,10,2,Hazy,Village Road,Dry,Daylight,Unknown,32,68,Male,Expired,Yes,Curve,Night,1,0,0,0,0
Other,February,Monday,0,1,Cycle,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,Intersection,Night,0,0,0,1,0
Other,December,Monday,0,3,Cycle,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,Curve,Afternoon,0,0,1,1,0
Visakhapatnam,May,Tuesday,0,2,Bus,6,0,Foggy,Urban Road,Wet,Dark,Unknown,86,24,Female,Unknown,Yes,Straight Road,Night,0,0,1,1,0
Other,April,Friday,1,3,Pedestrian,4,0,Clear,Village Road,Under Construction,Dusk,Unknown,119,70,Male,Valid,Yes,Bridge,Afternoon,0,0,0,0,0
Other,January,Sunday,1,3,Cycle,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,Straight Road,Morning,1,1,0,1,0
Other,May,Saturday,1,5,Auto-Rickshaw,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,Bridge,Night,1,0,0,1,0
Other,August,Tuesday,0,3,Truck,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,Unknown,Yes,Intersection,Evening,0,1,1,1,0
Other,May,Sunday,0,5,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,Bridge,Morning,1,1,0,0,0
Other,January,Thursday,2,4,Car,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,Unknown,No,Bridge,Morning,0,1,1,1,0
Other,July,Wednesday,1,3,Auto-Rickshaw,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,Unknown,No,Intersection,Night,0,0,1,1,0
Other,April,Wednesday,0,3,Truck,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,Straight Road,Night,0,0,1,1,0
Other,July,Tuesday,2,1,Bus,1,1,Hazy,Urban Road,Damaged,Daylight,Police Checkpost,98,52,Male,Expired,Yes,Intersection,Afternoon,0,0,0,1,0
Other,November,Thursday,2,2,Car,3,3,Rainy,Urban Road,Under Construction,Dawn,Unknown,65,52,Male,Expired,Yes,Straight Road,Morning,0,1,1,0,0
Other,August,Wednesday,2,2,Pedestrian,0,3,Rainy,Village Road,Wet,Dark,Police Checkpost,108,33,Female,Valid,Yes,Curve,Morning,0,1,1,1,0
Lucknow,October,Wednesday,1,3,Two-Wheeler,8,5,Rainy,Village Road,Under Construction,Dusk,Unknown,112,24,Male,Valid,No,Curve,Night,0,0,1,0,0
Other,April,Sunday,2,2,Cycle,0,3,Clear,Village Road,Damaged,Dusk,Unknown,118,25,Female,Valid,Yes,Straight Road,Evening,1,1,0,1,0
Other,February,Thursday,1,1,Bus,9,5,Clear,State Highway,Dry,Dark,Signals,81,46,Male,Expired,Yes,Curve,Night,0,0,0,0,0
Other,January,Monday,0,4,Pedestrian,6,2,Stormy,Urban Road,Wet,Dusk,Signals,91,50,Female,Unknown,No,Bridge,Evening,0,1,0,1,0
Other,October,Tuesday,1,3,Bus,0,1,Rainy,Urban Road,Dry,Dusk,Signs,95,29,Male,Valid,No,Intersection,Night,0,0,1,0,0
Other,May,Tuesday,2,1,Car,0,1,Rainy,State Highway,Damaged,Daylight,Signals,37,67,Female,Expired,No,Bridge,Night,0,0,1,1,0
Rohini,February,Tuesday,1,2,Bus,3,3,Rainy,Urban Road,Dry,Daylight,Signals,81,69,Female,Valid,No,Intersection,Afternoon,0,0,1,0,0
Mangalore,March,Friday,2,4,Bus,2,2,Clear,State Highway,Damaged,Daylight,Signs,89,57,Female,Valid,No,Intersection,Afternoon,0,0,0,1,0
Mangalore,August,Tuesday,1,2,Two-Wheeler,3,5,Clear,National Highway,Damaged,Dusk,Police Checkpost,76,47,Male,Valid,Yes,Intersection,Morning,0,1,0,1,0
Other,June,Monday,0,4,Car,7,3,Foggy,Urban Road,Dry,Dusk,Signals,32,69,Male,Expired,Yes,Bridge,Night,0,0,1,0,0
Other,November,Thursday,2,5,Bus,6,1,Foggy,Village Road,Wet,Dark,Signals,104,38,Male,Valid,Yes,Intersection,Evening,0,1,1,1,0
Surat,October,Friday,1,3,Pedestrian,4,0,Rainy,State Highway,Dry,Daylight,Signals,107,23,Female,Valid,Yes,Straight Road,Morning,0,1,1,0,0
Jaipur,October,Saturday,0,1,Bus,9,2,Rainy,Urban Road,Wet,Dusk,Signs,79,64,Male,Expired,No,Intersection,Night,1,0,1,1,0
Madurai,April,Thursday,0,2,Auto-Rickshaw,1,5,Clear,National Highway,Under Construction,Dusk,Police Checkpost,84,30,Male,Valid,Yes,Intersection,Morning,0,1,0,0,0
Mysore,April,Saturday,2,3,Car,0,3,Hazy,Urban Road,Dry,Dark,Unknown,98,54,Female,Valid,No,Straight Road,Morning,1,1,0,0,0
Other,January,Friday,1,3,Truck,1,4,Foggy,State Highway,Dry,Dark,Police Checkpost,51,21,Female,Expired,No,Intersection,Night,0,0,1,0,0
Other,February,Saturday,0,2,Pedestrian,9,4,Stormy,Village Road,Wet,Dusk,Unknown,66,65,Male,Unknown,No,Curve,Afternoon,1,0,0,1,0
Other,June,Saturday,0,1,Truck,8,1,Rainy,National Highway,Under Construction,Dusk,Signals,74,49,Male,Unknown,No,Bridge,Night,1,0,1,0,0
Other,October,Tuesday,2,5,Cycle,0,1,Clear,National Highway,Damaged,Daylight,Signals,33,37,Male,Valid,No,Intersection,Afternoon,0,0,0,1,0
Other,August,Sunday,1,4,Car,0,1,Stormy,State Highway,Wet,Dusk,Signs,59,23,Male,Expired,Yes,Intersection,Morning,1,1,0,1,0
Other,December,Saturday,1,4,Auto-Rickshaw,7,2,Clear,Urban Road,Dry,Daylight,Police Checkpost,64,67,Male,Expired,No,Straight Road,Evening,1,1,0,0,0
Dwarka,February,Tuesday,2,5,Two-Wheeler,7,2,Rainy,Urban Road,Damaged,Dawn,Signals,62,25,Male,Valid,Yes,Bridge,Morning,0,1,1,1,0
Siliguri,October,Sunday,0,1,Two-Wheeler,7,4,Hazy,National Highway,Wet,Daylight,Signals,51,54,Male,Valid,Yes,Intersection,Night,1,0,0,1,0
Other,August,Thursday,0,4,Auto-Rickshaw,9,3,Clear,State Highway,Dry,Dark,Signals,40,36,Male,Unknown,No,Bridge,Morning,0,1,0,0,0
Other,August,Saturday,0,4,Pedestrian,1,4,Hazy,Village Road,Dry,Dawn,Police Checkpost,44,53,Female,Expired,No,Intersection,Night,1,0,0,0,0
Pune,May,Saturday,2,5,Auto-Rickshaw,9,4,Stormy,Urban Road,Dry,Dark,Signals,85,21,Male,Expired,Yes,Intersection,Evening,1,1,0,0,0
Other,February,Wednesday,2,3,Car,10,3,Foggy,National Highway,Under Construction,Daylight,Signs,114,18,Female,Unknown,No,Intersection,Night,0,0,1,0,0
Other,March,Thursday,2,2,Two-Wheeler,3,1,Foggy,State Highway,Dry,Dusk,Police Checkpost,81,42,Female,Expired,Yes,Curve,Afternoon,0,0,1,0,0
Other,July,Sunday,0,3,Two-Wheeler,9,2,Hazy,State Highway,Under Construction,Dusk,Unknown,33,46,Male,Expired,Yes,Curve,Morning,1,1,0,0,0
Kanpur,November,Friday,2,1,Car,5,2,Stormy,State Highway,Damaged,Dusk,Unknown,72,53,Male,Valid,No,Intersection,Night,0,0,0,1,0
Other,March,Thursday,0,3,Truck,10,2,Rainy,State Highway,Damaged,Dark,Police Checkpost,112,54,Female,Valid,No,Bridge,Morning,0,1,1,1,0
Other,March,Thursday,2,4,Two-Wheeler,9,3,Stormy,Village Road,Under Construction,Dusk,Unknown,38,58,Male,Valid,Yes,Intersection,Morning,0,1,0,0,0
Other,January,Thursday,2,3,Auto-Rickshaw,1,3,Foggy,Village Road,Damaged,Dusk,Signs,44,65,Male,Unknown,No,Intersection,Afternoon,0,0,1,1,0
Ahmedabad,November,Wednesday,0,2,Bus,9,4,Rainy,National Highway,Damaged,Dawn,Police Checkpost,117,54,Female,Valid,No,Bridge,Morning,0,1,1,1,0
Varanasi,July,Thursday,0,3,Two-Wheeler,4,5,Rainy,Urban Road,Wet,Daylight,Signs,44,24,Male,Unknown,Yes,Straight Road,Night,0,0,1,1,0
Other,January,Thursday,2,1,Truck,1,4,Clear,State Highway,Under Construction,Daylight,Unknown,106,41,Female,Unknown,Yes,Bridge,Night,0,0,0,0,0
Other,May,Sunday,1,3,Cycle,3,1,Stormy,Urban Road,Wet,Dark,Police Checkpost,94,70,Female,Unknown,No,Bridge,Morning,1,1,0,1,0
Nagpur,August,Tuesday,0,1,Truck,1,2,Clear,National Highway,Wet,Dark,Police Checkpost,46,29,Male,Valid,Yes,Bridge,Night,0,0,0,1,0
Kanpur,July,Tuesday,2,3,Pedestrian,0,0,Stormy,National Highway,Dry,Dark,Signals,53,55,Male,Valid,Yes,Straight Road,Night,0,0,0,0,0
Other,September,Sunday,0,1,Cycle,3,4,Stormy,State Highway,Damaged,Dawn,Unknown,36,51,Female,Expired,Yes,Intersection,Evening,1,1,0,1,0
Jodhpur,May,Friday,2,5,Truck,6,1,Foggy,Urban Road,Damaged,Dark,Unknown,113,58,Female,Unknown,No,Straight Road,Night,0,0,1,1,0
Surat,October,Sunday,0,5,Auto-Rickshaw,8,1,Hazy,Urban Road,Under Construction,Dusk,Police Checkpost,66,60,Female,Valid,Yes,Curve,Night,1,0,0,0,0
Other,November,Saturday,0,3,Bus,10,2,Foggy,State Highway,Under Construction,Dark,Signals,89,49,Female,Expired,No,Bridge,Evening,1,1,1,0,0
Other,December,Tuesday,2,2,Cycle,4,1,Hazy,State Highway,Under Construction,Dark,Signs,63,59,Male,Unknown,No,Straight Road,Morning,0,1,0,0,0
Kanpur,March,Saturday,2,1,Cycle,7,5,Clear,Urban Road,Under Construction,Daylight,Signs,81,39,Male,Expired,No,Straight Road,Morning,1,1,0,0,0
Other,February,Wednesday,2,1,Auto-Rickshaw,2,3,Hazy,National Highway,Damaged,Daylight,Unknown,37,64,Female,Valid,Yes,Bridge,Night,0,0,0,1,0
Other,December,Friday,2,3,Bus,6,0,Clear,Village Road,Damaged,Dark,Signs,39,54,Male,Unknown,No,Curve,Night,0,0,0,1,0
Mumbai,January,Sunday,1,2,Car,4,4,Foggy,Urban Road,Dry,Dusk,Signals,72,24,Female,Valid,Yes,Intersection,Morning,1,1,1,0,0
Other,August,Sunday,2,4,Two-Wheeler,4,2,Rainy,Urban Road,Under Construction,Dawn,Unknown,54,28,Male,Unknown,Yes,Intersection,Morning,1,1,1,0,0
Other,December,Saturday,0,4,Car,1,5,Stormy,Village Road,Damaged,Dusk,Signs,95,18,Male,Expired,No,Curve,Afternoon,1,0,0,1,0
Other,January,Monday,0,2,Auto-Rickshaw,9,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,114,22,Female,Expired,No,Curve,Evening,0,1,0,0,0
Other,May,Friday,1,5,Bus,6,0,Rainy,Village Road,Dry,Dark,Police Checkpost,112,34,Female,Unknown,No,Straight Road,Afternoon,0,0,1,0,0
Other,February,Wednesday,0,2,Bus,3,0,Rainy,State Highway,Under Construction,Dusk,Signals,57,29,Female,Unknown,No,Bridge,Afternoon,0,0,1,0,0
Mangalore,January,Wednesday,0,5,Cycle,9,0,Foggy,Village Road,Wet,Dawn,Signs,100,45,Male,Unknown,Yes,Curve,Morning,0,1,1,1,0
New Delhi,July,Saturday,2,3,Truck,1,2,Rainy,State Highway,Under Construction,Dawn,Signals,87,57,Female,Valid,No,Intersection,Morning,1,1,1,0,0
Other,November,Monday,2,3,Truck,3,0,Stormy,Village Road,Under Construction,Dawn,Signs,32,48,Male,Valid,Yes,Bridge,Evening,0,1,0,0,0
Other,May,Saturday,2,5,Cycle,7,2,Clear,Urban Road,Dry,Dark,Signs,81,43,Male,Unknown,Yes,Curve,Morning,1,1,0,0,0
Jodhpur,October,Saturday,1,2,Bus,8,3,Hazy,Village Road,Dry,Dark,Signals,39,68,Female,Unknown,No,Intersection,Afternoon,1,0,0,0,0
Kanpur,July,Thursday,1,2,Pedestrian,6,1,Rainy,National Highway,Wet,Dark,Signals,54,47,Female,Unknown,Yes,Curve,Evening,0,1,1,1,0
Other,August,Thursday,0,1,Two-Wheeler,6,5,Clear,Urban Road,Under Construction,Dusk,Signals,41,58,Male,Expired,No,Intersection,Afternoon,0,0,0,0,0
