Month,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural,Hour,Hour_sin,Hour_cos,Month_Num,Month_sin,Month_cos,City Name_Bangalore,City Name_Chennai,City Name_Coimbatore,City Name_Durgapur,City Name_Dwarka,City Name_Jaipur,City Name_Jodhpur,City Name_Kanpur,City Name_Kolkata,City Name_Lucknow,City Name_Madurai,City Name_Mangalore,City Name_Mumbai,City Name_Mysore,City Name_Nagpur,City Name_New Delhi,City Name_Other,City Name_Pune,City Name_Rohini,City Name_Siliguri,City Name_Surat,City Name_Tirupati,City Name_Udaipur,City Name_Vadodara,City Name_Varanasi,City Name_Vijayawada,City Name_Visakhapatnam,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Vehicle Type Involved_Bus,Vehicle Type Involved_Car,Vehicle Type Involved_Cycle,Vehicle Type Involved_Pedestrian,Vehicle Type Involved_Truck,Vehicle Type Involved_Two-Wheeler,Weather Conditions_Foggy,Weather Conditions_Hazy,Weather Conditions_Rainy,Weather Conditions_Stormy,Road Type_State Highway,Road Type_Urban Road,Road Type_Village Road,Road Condition_Dry,Road Condition_Under Construction,Road Condition_Wet,Lighting Conditions_Dawn,Lighting Conditions_Daylight,Lighting Conditions_Dusk,Traffic Control Presence_Signals,Traffic Control Presence_Signs,Traffic Control Presence_Unknown,Driver Gender_Male,Driver License Status_Unknown,Driver License Status_Valid,Alcohol Involvement_Yes,Accident Location Details_Curve,Accident Location Details_Intersection,Accident Location Details_Straight Road,Risk_Score
June,0.7030582479149892,1.2241869447545042,-1.4297107091135937,1.0111621654133094,0.37810970527595855,Night,0,0,1,0,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,65
June,0.7030582479149892,1.5353681711791365,-0.26513505683534744,0.8243205028791296,-0.14136095283973238,Afternoon,0,0,1,1,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,65
October,1.4033154669538228,-0.9540816402179231,-1.4297107091135937,0.03958552023557467,-0.8556331077488074,Morning,0,1,0,0,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,30
July,1.4033154669538228,-0.020537960944025692,-1.4297107091135937,0.002217187728738722,-0.8556331077488074,Morning,0,1,1,0,0,12.0,0.0,0.0,7,-0.7122135824910946,-1.2342510040280172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,90
January,0.0028010288761553376,0.9130057183298717,1.481728421582022,-0.969359457448996,1.2871833569784177,Morning,0,1,0,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,30
September,0.0028010288761553376,1.5353681711791365,-1.4297107091135937,1.4222138229885048,1.3521171892428792,Afternoon,1,0,1,0,0,12.0,0.0,0.0,9,-1.4214544117969639,-0.013059786768817937,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,30
May,-0.6974561901626785,1.5353681711791365,-1.4297107091135937,-0.5209394673669646,1.0923818601850337,Night,0,0,0,1,0,12.0,0.0,0.0,5,0.7062680761206432,-1.234251004028017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,30
November,1.4033154669538228,0.9130057183298717,-1.4297107091135937,-1.1935694524900118,0.7677126988627268,Evening,0,1,1,1,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,True,30
July,-1.3977134092015122,0.9130057183298717,-1.4297107091135937,0.22642718276975443,1.5469186860362631,Night,0,0,0,0,0,12.0,0.0,0.0,7,-0.7122135824910946,-1.2342510040280172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,65
November,-0.6974561901626785,-1.2652628666425554,-0.26513505683534744,-1.2683061175036836,-0.40109628189757784,Night,0,0,0,1,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,90
March,-0.6974561901626785,1.5353681711791365,0.31715276930377573,0.41326884530393415,0.8975803633916495,Morning,1,1,0,1,0,12.0,0.0,0.0,3,1.4155089054265124,-0.013059786768817591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,65
September,0.0028010288761553376,0.29064326548060676,1.481728421582022,-1.2309377849968477,1.6118525183007244,Night,0,0,1,0,0,12.0,0.0,0.0,9,-1.4214544117969639,-0.013059786768817937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,65
January,1.4033154669538228,1.5353681711791365,0.8994405954428988,0.41326884530393415,-1.6348390949223437,Evening,0,1,0,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,30
October,1.4033154669538228,-0.020537960944025692,1.481728421582022,0.8990571678928015,-1.5699052626578824,Night,0,0,1,1,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,90
January,0.7030582479149892,1.5353681711791365,-0.26513505683534744,0.525373842824442,0.8975803633916495,Night,0,0,0,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,30
January,-1.3977134092015122,-0.9540816402179231,-0.8474228829744705,0.525373842824442,0.637845034333804,Evening,0,1,0,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,30
November,-1.3977134092015122,1.5353681711791365,-0.8474228829744705,-1.6419894425720432,1.2871833569784177,Morning,1,1,0,1,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,30
January,0.7030582479149892,-1.2652628666425554,-0.8474228829744705,0.002217187728738722,1.6118525183007244,Morning,0,1,1,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,90
October,0.0028010288761553376,1.5353681711791365,-1.4297107091135937,1.0485304979201453,-0.9855007722777301,Evening,0,1,0,0,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,30
September,0.7030582479149892,0.29064326548060676,0.31715276930377573,1.4222138229885048,1.2871833569784177,Afternoon,0,0,1,1,0,12.0,0.0,0.0,9,-1.4214544117969639,-0.013059786768817937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,65
February,0.7030582479149892,0.9130057183298717,0.8994405954428988,-0.1472561422986051,0.7677126988627268,Night,1,0,0,0,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,90
December,-0.6974561901626785,0.6018244919052392,-0.8474228829744705,-1.4925161125446993,-0.5958977786909619,Morning,0,1,1,0,0,12.0,0.0,0.0,12,-0.002972753185226154,1.3970503692643932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,30
August,1.4033154669538228,-1.576444093067188,1.481728421582022,0.15169051775608253,-0.076427120575271,Afternoon,0,0,0,0,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,30
December,0.0028010288761553376,0.6018244919052392,-0.8474228829744705,-0.7825177949148162,0.37810970527595855,Night,0,0,0,1,0,12.0,0.0,0.0,12,-0.002972753185226154,1.3970503692643932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,90
